bank_name,city,item_name,category,quantity,unit,received_date,shelf_life_days,expiration_date,days_left,avg_daily_demand,supply_status
Feeding San Diego,San Diego,Pasta,dry,248,boxes,2026-02-16,730,2028-02-16,705,106,balanced
Central California Food Bank,Fresno,Lettuce,produce,213,heads,2026-03-02,10,2026-03-12,-1,23,surplus
Alameda County Community Food Bank,Oakland,Frozen vegetables mix,protein,75,bags,2026-03-12,365,2027-03-12,364,100,shortage
Second Harvest Food Bank of Orange County,Irvine,Apples,produce,161,lbs,2026-02-26,21,2026-03-19,6,73,balanced
Second Harvest of Silicon Valley,San Jose,Frozen berries,protein,321,bags,2026-02-24,365,2027-02-24,348,55,surplus
San Francisco-Marin Food Bank,San Francisco,Brown rice,dry,329,bags,2026-03-02,365,2027-03-02,354,64,surplus
San Francisco-Marin Food Bank,San Francisco,Egg cartons,dairy,238,cartons,2026-03-13,21,2026-04-03,21,72,surplus
Alameda County Community Food Bank,Oakland,Peanut butter,dry,69,jars,2026-02-27,365,2027-02-27,351,91,shortage
Second Harvest Food Bank of Orange County,Irvine,Broccoli,produce,395,lbs,2026-03-01,7,2026-03-08,-5,38,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned peas,canned,392,cans,2026-02-26,730,2028-02-26,715,24,surplus
Sacramento Food Bank & Family Services,Sacramento,Spinach,produce,161,bags,2026-02-16,7,2026-02-23,-18,98,balanced
Yolo Food Bank,Woodland,Lentils,dry,387,bags,2026-03-02,730,2028-03-01,719,35,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned tomatoes,canned,96,cans,2026-03-10,730,2028-03-09,727,110,shortage
Sacramento Food Bank & Family Services,Sacramento,Broccoli,produce,316,lbs,2026-02-24,7,2026-03-03,-10,86,surplus
Alameda County Community Food Bank,Oakland,Ground turkey frozen,protein,156,packs,2026-02-21,180,2026-08-20,160,22,surplus
Sacramento Food Bank & Family Services,Sacramento,Lettuce,produce,279,heads,2026-03-04,10,2026-03-14,1,96,balanced
Central California Food Bank,Fresno,Pasta,dry,328,boxes,2026-03-09,730,2028-03-08,726,107,surplus
San Francisco-Marin Food Bank,San Francisco,Yogurt cups,dairy,173,cups,2026-02-27,21,2026-03-20,7,25,surplus
San Francisco-Marin Food Bank,San Francisco,Egg cartons,dairy,289,cartons,2026-03-13,21,2026-04-03,21,78,surplus
Sacramento Food Bank & Family Services,Sacramento,Cheese blocks,dairy,341,blocks,2026-02-21,30,2026-03-23,10,79,surplus
Central California Food Bank,Fresno,Peanut butter,dry,160,jars,2026-03-11,365,2027-03-11,363,82,balanced
Yolo Food Bank,Woodland,Bananas,produce,60,lbs,2026-02-18,7,2026-02-25,-16,103,shortage
Los Angeles Regional Food Bank,Los Angeles,Flour,dry,73,bags,2026-02-21,365,2027-02-21,345,68,balanced
Alameda County Community Food Bank,Oakland,Canned tomatoes,canned,297,cans,2026-02-19,730,2028-02-19,708,56,surplus
San Francisco-Marin Food Bank,San Francisco,Canned corn,canned,143,cans,2026-03-10,730,2028-03-09,727,108,balanced
Central California Food Bank,Fresno,Canned corn,canned,101,cans,2026-03-03,730,2028-03-02,720,87,balanced
Food Bank of Contra Costa and Solano,Concord,Canned corn,canned,128,cans,2026-02-23,730,2028-02-23,712,46,balanced
Alameda County Community Food Bank,Oakland,Ground turkey frozen,protein,175,packs,2026-03-12,180,2026-09-08,179,106,balanced
Second Harvest of Silicon Valley,San Jose,Oranges,produce,359,lbs,2026-02-26,14,2026-03-12,-1,60,surplus
Second Harvest Food Bank of Orange County,Irvine,Flour,dry,173,bags,2026-03-04,365,2027-03-04,356,104,balanced
Second Harvest of Silicon Valley,San Jose,Canned black beans,canned,46,cans,2026-03-09,730,2028-03-08,726,35,balanced
Food Bank of Contra Costa and Solano,Concord,Canned chickpeas,canned,69,cans,2026-02-20,730,2028-02-20,709,54,balanced
San Francisco-Marin Food Bank,San Francisco,Spinach,produce,273,bags,2026-03-02,7,2026-03-09,-4,78,surplus
Sacramento Food Bank & Family Services,Sacramento,Pasta,dry,271,boxes,2026-02-22,730,2028-02-22,711,50,surplus
Feeding San Diego,San Diego,Canned salmon,canned,121,cans,2026-03-08,730,2028-03-07,725,104,balanced
Second Harvest of Silicon Valley,San Jose,Broccoli,produce,231,lbs,2026-03-06,7,2026-03-13,0,86,balanced
Los Angeles Regional Food Bank,Los Angeles,Tomatoes,produce,133,lbs,2026-03-07,10,2026-03-17,4,84,balanced
Second Harvest Food Bank of Orange County,Irvine,Milk gallons,dairy,162,gallons,2026-02-22,10,2026-03-04,-9,59,balanced
Second Harvest Food Bank of Orange County,Irvine,Lentils,dry,78,bags,2026-02-24,730,2028-02-24,713,47,balanced
Sacramento Food Bank & Family Services,Sacramento,Ground turkey frozen,protein,326,packs,2026-02-18,180,2026-08-17,157,88,surplus
Second Harvest of Silicon Valley,San Jose,Rice 5lb bag,dry,298,bags,2026-03-08,730,2028-03-07,725,95,surplus
Los Angeles Regional Food Bank,Los Angeles,Milk gallons,dairy,380,gallons,2026-03-08,10,2026-03-18,5,32,surplus
Second Harvest of Silicon Valley,San Jose,Lettuce,produce,64,heads,2026-02-21,10,2026-03-03,-10,65,shortage
Food Bank of Contra Costa and Solano,Concord,Sugar,dry,42,bags,2026-03-13,730,2028-03-12,730,109,shortage
Yolo Food Bank,Woodland,Canned beans,canned,122,cans,2026-03-02,730,2028-03-01,719,62,balanced
Sacramento Food Bank & Family Services,Sacramento,Egg cartons,dairy,284,cartons,2026-02-28,21,2026-03-21,8,91,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned tuna,canned,127,cans,2026-02-18,730,2028-02-18,707,82,balanced
Yolo Food Bank,Woodland,Oranges,produce,71,lbs,2026-03-06,14,2026-03-20,7,62,balanced
Alameda County Community Food Bank,Oakland,Tomatoes,produce,145,lbs,2026-02-22,10,2026-03-04,-9,56,balanced
Yolo Food Bank,Woodland,Brown rice,dry,222,bags,2026-03-02,365,2027-03-02,354,72,surplus
Second Harvest Food Bank of Orange County,Irvine,Apples,produce,284,lbs,2026-02-18,21,2026-03-11,-2,100,balanced
San Francisco-Marin Food Bank,San Francisco,Oranges,produce,167,lbs,2026-02-18,14,2026-03-04,-9,112,balanced
Sacramento Food Bank & Family Services,Sacramento,Lentils,dry,22,bags,2026-03-13,730,2028-03-12,730,80,shortage
Second Harvest Food Bank of Orange County,Irvine,Avocados,produce,253,units,2026-03-03,7,2026-03-10,-3,65,surplus
Los Angeles Regional Food Bank,Los Angeles,Apples,produce,301,lbs,2026-03-05,21,2026-03-26,13,105,balanced
Sacramento Food Bank & Family Services,Sacramento,Broccoli,produce,273,lbs,2026-02-17,7,2026-02-24,-17,73,surplus
San Francisco-Marin Food Bank,San Francisco,Tomatoes,produce,35,lbs,2026-03-09,10,2026-03-19,6,91,shortage
Alameda County Community Food Bank,Oakland,Broccoli,produce,308,lbs,2026-03-02,7,2026-03-09,-4,78,surplus
Sacramento Food Bank & Family Services,Sacramento,Flour,dry,238,bags,2026-02-22,365,2027-02-22,346,58,surplus
Los Angeles Regional Food Bank,Los Angeles,Spaghetti,dry,205,boxes,2026-02-25,730,2028-02-25,714,80,balanced
Los Angeles Regional Food Bank,Los Angeles,Macaroni,dry,96,boxes,2026-02-17,730,2028-02-17,706,20,surplus
Feeding San Diego,San Diego,Pasta,dry,154,boxes,2026-03-12,730,2028-03-11,729,31,surplus
Sacramento Food Bank & Family Services,Sacramento,Lentils,dry,383,bags,2026-02-28,730,2028-02-28,717,105,surplus
Los Angeles Regional Food Bank,Los Angeles,Oatmeal,dry,122,boxes,2026-03-08,365,2027-03-08,360,86,balanced
Yolo Food Bank,Woodland,Sugar,dry,156,bags,2026-02-21,730,2028-02-21,710,23,surplus
Feeding San Diego,San Diego,Yogurt cups,dairy,40,cups,2026-03-11,21,2026-04-01,19,87,shortage
Los Angeles Regional Food Bank,Los Angeles,Canned soup,canned,59,cans,2026-02-26,540,2027-08-20,525,101,shortage
Second Harvest Food Bank of Orange County,Irvine,Oranges,produce,96,lbs,2026-03-09,14,2026-03-23,10,80,balanced
Second Harvest of Silicon Valley,San Jose,Canned beans,canned,236,cans,2026-02-26,730,2028-02-26,715,82,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned carrots,canned,233,cans,2026-02-20,730,2028-02-20,709,80,balanced
Alameda County Community Food Bank,Oakland,Canned peas,canned,65,cans,2026-03-07,730,2028-03-06,724,44,balanced
Central California Food Bank,Fresno,Canned soup,canned,77,cans,2026-02-26,540,2027-08-20,525,98,shortage
Sacramento Food Bank & Family Services,Sacramento,Canned beans,canned,219,cans,2026-02-16,730,2028-02-16,705,66,surplus
San Francisco-Marin Food Bank,San Francisco,Peanut butter,dry,62,jars,2026-02-28,365,2027-02-28,352,68,shortage
Food Bank of Contra Costa and Solano,Concord,Potatoes,produce,344,lbs,2026-03-07,30,2026-04-06,24,20,surplus
Sacramento Food Bank & Family Services,Sacramento,Egg cartons,dairy,121,cartons,2026-02-25,21,2026-03-18,5,71,balanced
Central California Food Bank,Fresno,Canned peas,canned,187,cans,2026-03-01,730,2028-02-29,718,90,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned beans,canned,97,cans,2026-02-26,730,2028-02-26,715,107,shortage
Los Angeles Regional Food Bank,Los Angeles,Canned tomatoes,canned,326,cans,2026-03-03,730,2028-03-02,720,76,surplus
Central California Food Bank,Fresno,Canned salmon,canned,376,cans,2026-02-17,730,2028-02-17,706,88,surplus
Feeding San Diego,San Diego,Sugar,dry,89,bags,2026-02-28,730,2028-02-28,717,120,shortage
Second Harvest of Silicon Valley,San Jose,Bananas,produce,392,lbs,2026-03-08,7,2026-03-15,2,28,surplus
San Francisco-Marin Food Bank,San Francisco,Chicken breast frozen,protein,149,packs,2026-03-03,180,2026-08-30,170,56,balanced
San Francisco-Marin Food Bank,San Francisco,Butter,dairy,223,packs,2026-02-17,60,2026-04-18,36,98,balanced
Sacramento Food Bank & Family Services,Sacramento,Onions,produce,279,lbs,2026-02-21,30,2026-03-23,10,30,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned peas,canned,16,cans,2026-02-28,730,2028-02-28,717,57,shortage
Second Harvest Food Bank of Orange County,Irvine,Bell peppers,produce,30,lbs,2026-03-05,10,2026-03-15,2,106,shortage
Yolo Food Bank,Woodland,Yogurt cups,dairy,306,cups,2026-02-16,21,2026-03-09,-4,29,surplus
Alameda County Community Food Bank,Oakland,Chicken breast frozen,protein,330,packs,2026-02-20,180,2026-08-19,159,91,surplus
Yolo Food Bank,Woodland,Milk gallons,dairy,184,gallons,2026-02-21,10,2026-03-03,-10,34,surplus
Los Angeles Regional Food Bank,Los Angeles,Rice 5lb bag,dry,205,bags,2026-03-04,730,2028-03-03,721,76,balanced
Yolo Food Bank,Woodland,Canned soup,canned,114,cans,2026-03-04,540,2027-08-26,531,111,balanced
Food Bank of Contra Costa and Solano,Concord,Canned green beans,canned,276,cans,2026-02-22,730,2028-02-22,711,101,balanced
Second Harvest of Silicon Valley,San Jose,Canned tomatoes,canned,342,cans,2026-03-11,730,2028-03-10,728,82,surplus
Food Bank of Contra Costa and Solano,Concord,Cereal,dry,344,boxes,2026-03-03,180,2026-08-30,170,85,surplus
Sacramento Food Bank & Family Services,Sacramento,Brown rice,dry,124,bags,2026-02-17,365,2027-02-17,341,90,balanced
Central California Food Bank,Fresno,Macaroni,dry,327,boxes,2026-02-26,730,2028-02-26,715,71,surplus
Second Harvest of Silicon Valley,San Jose,Egg cartons,dairy,269,cartons,2026-02-23,21,2026-03-16,3,74,surplus
Yolo Food Bank,Woodland,Canned green beans,canned,205,cans,2026-03-02,730,2028-03-01,719,95,balanced
Feeding San Diego,San Diego,Canned green beans,canned,149,cans,2026-03-12,730,2028-03-11,729,87,balanced
Los Angeles Regional Food Bank,Los Angeles,Peanut butter,dry,21,jars,2026-02-26,365,2027-02-26,350,106,shortage
San Francisco-Marin Food Bank,San Francisco,Oatmeal,dry,69,boxes,2026-03-02,365,2027-03-02,354,61,balanced
Alameda County Community Food Bank,Oakland,Macaroni,dry,132,boxes,2026-03-04,730,2028-03-03,721,73,balanced
Food Bank of Contra Costa and Solano,Concord,Rice 5lb bag,dry,204,bags,2026-03-07,730,2028-03-06,724,106,balanced
Sacramento Food Bank & Family Services,Sacramento,Egg cartons,dairy,393,cartons,2026-02-24,21,2026-03-17,4,24,surplus
Central California Food Bank,Fresno,Lettuce,produce,351,heads,2026-03-11,10,2026-03-21,8,48,surplus
Food Bank of Contra Costa and Solano,Concord,Onions,produce,235,lbs,2026-02-18,30,2026-03-20,7,52,surplus
Food Bank of Contra Costa and Solano,Concord,Pasta,dry,211,boxes,2026-02-18,730,2028-02-18,707,83,balanced
Feeding San Diego,San Diego,Potatoes,produce,28,lbs,2026-02-25,30,2026-03-27,14,64,shortage
Food Bank of Contra Costa and Solano,Concord,Macaroni,dry,208,boxes,2026-02-19,730,2028-02-19,708,71,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned tuna,canned,276,cans,2026-03-04,730,2028-03-03,721,28,surplus
San Francisco-Marin Food Bank,San Francisco,Butter,dairy,49,packs,2026-03-03,60,2026-05-02,50,115,shortage
Alameda County Community Food Bank,Oakland,Avocados,produce,74,units,2026-03-01,7,2026-03-08,-5,59,balanced
Yolo Food Bank,Woodland,Macaroni,dry,90,boxes,2026-03-10,730,2028-03-09,727,22,surplus
Alameda County Community Food Bank,Oakland,Tomatoes,produce,147,lbs,2026-03-05,10,2026-03-15,2,64,balanced
Los Angeles Regional Food Bank,Los Angeles,Butter,dairy,312,packs,2026-02-19,60,2026-04-20,38,62,surplus
Central California Food Bank,Fresno,Bananas,produce,181,lbs,2026-02-19,7,2026-02-26,-15,95,balanced
Alameda County Community Food Bank,Oakland,Flour,dry,309,bags,2026-03-05,365,2027-03-05,357,88,surplus
Food Bank of Contra Costa and Solano,Concord,Apples,produce,261,lbs,2026-03-01,21,2026-03-22,9,56,surplus
Los Angeles Regional Food Bank,Los Angeles,Tomatoes,produce,41,lbs,2026-02-25,10,2026-03-07,-6,72,shortage
Second Harvest Food Bank of Orange County,Irvine,Canned tuna,canned,302,cans,2026-03-01,730,2028-02-29,718,80,surplus
Feeding San Diego,San Diego,Avocados,produce,119,units,2026-03-02,7,2026-03-09,-4,79,balanced
Alameda County Community Food Bank,Oakland,Canned black beans,canned,74,cans,2026-03-09,730,2028-03-08,726,52,balanced
Feeding San Diego,San Diego,Pasta,dry,122,boxes,2026-02-23,730,2028-02-23,712,32,surplus
Second Harvest Food Bank of Orange County,Irvine,Butter,dairy,321,packs,2026-02-18,60,2026-04-19,37,119,balanced
Alameda County Community Food Bank,Oakland,Canned peas,canned,89,cans,2026-02-27,730,2028-02-27,716,57,balanced
Sacramento Food Bank & Family Services,Sacramento,Bananas,produce,347,lbs,2026-02-27,7,2026-03-06,-7,60,surplus
Second Harvest of Silicon Valley,San Jose,Potatoes,produce,228,lbs,2026-02-20,30,2026-03-22,9,43,surplus
Yolo Food Bank,Woodland,Peanut butter,dry,386,jars,2026-03-06,365,2027-03-06,358,51,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned tuna,canned,101,cans,2026-02-26,730,2028-02-26,715,79,balanced
Yolo Food Bank,Woodland,Butter,dairy,347,packs,2026-03-04,60,2026-05-03,51,55,surplus
Feeding San Diego,San Diego,Canned peas,canned,111,cans,2026-03-05,730,2028-03-04,722,60,balanced
Feeding San Diego,San Diego,Canned beans,canned,355,cans,2026-03-10,730,2028-03-09,727,36,surplus
Los Angeles Regional Food Bank,Los Angeles,Milk gallons,dairy,290,gallons,2026-02-24,10,2026-03-06,-7,56,surplus
San Francisco-Marin Food Bank,San Francisco,Pasta,dry,388,boxes,2026-02-23,730,2028-02-23,712,25,surplus
Yolo Food Bank,Woodland,Tomatoes,produce,163,lbs,2026-03-09,10,2026-03-19,6,85,balanced
Second Harvest of Silicon Valley,San Jose,Onions,produce,359,lbs,2026-03-09,30,2026-04-08,26,109,surplus
Yolo Food Bank,Woodland,Canned salmon,canned,99,cans,2026-02-18,730,2028-02-18,707,29,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned carrots,canned,91,cans,2026-02-20,730,2028-02-20,709,51,balanced
Yolo Food Bank,Woodland,Apples,produce,83,lbs,2026-03-11,21,2026-04-01,19,113,shortage
Los Angeles Regional Food Bank,Los Angeles,Spaghetti,dry,127,boxes,2026-02-23,730,2028-02-23,712,35,surplus
Feeding San Diego,San Diego,Egg cartons,dairy,209,cartons,2026-02-19,21,2026-03-12,-1,60,surplus
San Francisco-Marin Food Bank,San Francisco,Cheese blocks,dairy,367,blocks,2026-02-22,30,2026-03-24,11,71,surplus
Yolo Food Bank,Woodland,Frozen vegetables mix,protein,328,bags,2026-02-23,365,2027-02-23,347,112,balanced
Alameda County Community Food Bank,Oakland,Canned salmon,canned,358,cans,2026-03-02,730,2028-03-01,719,36,surplus
San Francisco-Marin Food Bank,San Francisco,Broccoli,produce,230,lbs,2026-03-08,7,2026-03-15,2,102,balanced
Alameda County Community Food Bank,Oakland,Broccoli,produce,87,lbs,2026-03-05,7,2026-03-12,-1,78,balanced
Sacramento Food Bank & Family Services,Sacramento,Avocados,produce,58,units,2026-02-16,7,2026-02-23,-18,96,shortage
Yolo Food Bank,Woodland,Butter,dairy,276,packs,2026-03-10,60,2026-05-09,57,67,surplus
Second Harvest Food Bank of Orange County,Irvine,Lettuce,produce,44,heads,2026-02-24,10,2026-03-06,-7,75,shortage
Feeding San Diego,San Diego,Sugar,dry,47,bags,2026-02-17,730,2028-02-17,706,112,shortage
Second Harvest Food Bank of Orange County,Irvine,Ground turkey frozen,protein,66,packs,2026-02-17,180,2026-08-16,156,77,shortage
Food Bank of Contra Costa and Solano,Concord,Milk gallons,dairy,165,gallons,2026-02-19,10,2026-03-01,-12,65,balanced
Second Harvest of Silicon Valley,San Jose,Peanut butter,dry,209,jars,2026-02-20,365,2027-02-20,344,106,balanced
Food Bank of Contra Costa and Solano,Concord,Lentils,dry,298,bags,2026-03-06,730,2028-03-05,723,101,balanced
Alameda County Community Food Bank,Oakland,Oatmeal,dry,354,boxes,2026-03-06,365,2027-03-06,358,60,surplus
Sacramento Food Bank & Family Services,Sacramento,Peanut butter,dry,308,jars,2026-03-11,365,2027-03-11,363,81,surplus
Feeding San Diego,San Diego,Cheese blocks,dairy,245,blocks,2026-02-22,30,2026-03-24,11,83,balanced
Sacramento Food Bank & Family Services,Sacramento,Almond butter,dry,27,jars,2026-03-03,365,2027-03-03,355,84,shortage
San Francisco-Marin Food Bank,San Francisco,Macaroni,dry,249,boxes,2026-02-20,730,2028-02-20,709,112,balanced
San Francisco-Marin Food Bank,San Francisco,Cereal,dry,300,boxes,2026-02-26,180,2026-08-25,165,32,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned soup,canned,273,cans,2026-03-13,540,2027-09-04,540,26,surplus
Feeding San Diego,San Diego,Canned chickpeas,canned,202,cans,2026-03-12,730,2028-03-11,729,108,balanced
Feeding San Diego,San Diego,Canned soup,canned,274,cans,2026-03-01,540,2027-08-23,528,101,balanced
Food Bank of Contra Costa and Solano,Concord,Canned chickpeas,canned,172,cans,2026-02-21,730,2028-02-21,710,85,balanced
Feeding San Diego,San Diego,Lentils,dry,342,bags,2026-03-06,730,2028-03-05,723,30,surplus
Central California Food Bank,Fresno,Canned green beans,canned,310,cans,2026-03-05,730,2028-03-04,722,103,surplus
Feeding San Diego,San Diego,Sugar,dry,282,bags,2026-02-26,730,2028-02-26,715,38,surplus
Second Harvest of Silicon Valley,San Jose,Oatmeal,dry,183,boxes,2026-02-20,365,2027-02-20,344,82,balanced
San Francisco-Marin Food Bank,San Francisco,Canned tuna,canned,183,cans,2026-03-05,730,2028-03-04,722,56,surplus
Los Angeles Regional Food Bank,Los Angeles,Potatoes,produce,358,lbs,2026-03-11,30,2026-04-10,28,97,surplus
Second Harvest of Silicon Valley,San Jose,Chicken breast frozen,protein,143,packs,2026-03-05,180,2026-09-01,172,104,balanced
Sacramento Food Bank & Family Services,Sacramento,Cheese blocks,dairy,19,blocks,2026-03-01,30,2026-03-31,18,85,shortage
Alameda County Community Food Bank,Oakland,Spaghetti,dry,395,boxes,2026-02-23,730,2028-02-23,712,120,surplus
Central California Food Bank,Fresno,Broccoli,produce,88,lbs,2026-03-02,7,2026-03-09,-4,29,surplus
Food Bank of Contra Costa and Solano,Concord,Almond butter,dry,25,jars,2026-02-24,365,2027-02-24,348,22,balanced
Sacramento Food Bank & Family Services,Sacramento,Tomatoes,produce,339,lbs,2026-03-06,10,2026-03-16,3,21,surplus
